sku;_store;_attribute_set;_type;_category;_root_category;_product_websites;capacidade;color;cost;country_of_manufacture;created_at;custom_design;custom_design_from;custom_design_to;custom_layout_update;descricaogoogleshopping;description;em_deal;em_featured;em_hot;export_pluggto;faixa_etaria;fit_size;gallery;genero;gift_message_available;googleshopping_category;googleshopping_condition;googleshopping_exclude;has_options;hover;image;image_label;manufacturer;marca;material;media_gallery;meta_description;meta_keyword;meta_title;minimal_price;msrp;msrp_display_actual_price_type;msrp_enabled;name;ncm;news_from_date;news_to_date;options_container;page_layout;posting_days;postmethods;price;required_options;seller_id;short_description;small_image;small_image_label;special_from_date;special_price;special_to_date;status;tamanho;tax_class_id;thumbnail;thumbnail_label;updated_at;url_key;url_path;visibility;volume_altura;volume_comprimento;volume_largura;weight;qty;min_qty;use_config_min_qty;is_qty_decimal;backorders;use_config_backorders;min_sale_qty;use_config_min_sale_qty;max_sale_qty;use_config_max_sale_qty;is_in_stock;notify_stock_qty;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;stock_status_changed_auto;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;_links_related_sku;_links_related_position;_links_crosssell_sku;_links_crosssell_position;_links_upsell_sku;_links_upsell_position;_associated_sku;_associated_default_qty;_associated_position;_tier_price_website;_tier_price_customer_group;_tier_price_qty;_tier_price_price;_group_price_website;_group_price_customer_group;_group_price_price;_media_attribute_id;_media_image;_media_lable;_media_position;_media_is_disabled;_super_products_sku;_super_attribute_code;_super_attribute_option;_super_attribute_price_corr
;;;;Alimentação/Copos, Canecas e Garrafas;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7537;0;6853;0;;;;;;;;;;;;;88;/g/a/garrafinha-de-aluminio-monster-party.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6858;0;;;;;;;;;;;;;;;88;/g/a/garrafinha-de-aluminio-buba-monster-party.jpg;;3;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6853;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9373;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KITALIMENTAÇÃOKIDSAZUL;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6758RS;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6758AZ;0;;;;;;;;;;;;;;;;;;;;;;;
8167;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2019-04-18 02:11:15;;;;;Com uma prática tampa de rosquear, a garrafinha da Buba evita vazamentos, se tornando uma excelente opção de garrafinha para os passeios e viagens. Com design exclusivo, muito divertido, atrai a atenção e oferece muita diversão para os pequenos.;"<p>Com uma pr&aacute;tica tampa de rosquear, a garrafinha da Buba evita vazamentos, se tornando uma excelente op&ccedil;&atilde;o de garrafinha para os passeios e viagens. Com design exclusivo, muito divertido, atrai a aten&ccedil;&atilde;o e oferece muita divers&atilde;o para os pequenos.</p>";0;0;0;Sim;6+ meses;;;Menina;;;;Não;0;;/g/a/garrafinha-de-aluminio-unicornio-star.jpg;;;BUBA; Alumínio, Poliéster, Polietileno, Silicone e Polipropileno;;Compre agora o sua Garrafinha de Alumínio 400ml Unicórnio Star na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Garrafinha de Alumínio 400ml Unicórnio Star – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Garrafinha de Alumínio 400ml Unicórnio Star - BUBA;7899525681671;;;Info Coluna de Produto;;;04669 - PAC CONTRATO AGENCIA;49.9000;0;;"<p><span>-Estampas divertidas, que desenvolvem a imagina&ccedil;&atilde;o da crian&ccedil;a;<br /></span><span>-Possui capacidade de 400ml;<br /></span><span>-produzido em&nbsp;Alum&iacute;nio, polipropileno, polietileno e silicone.</span></p>";/g/a/garrafinha-de-aluminio-unicornio-star.jpg;;;;;1;Único;0;/g/a/garrafinha-de-aluminio-unicornio-star.jpg;;2020-01-30 15:55:57;garrafinha-de-aluminio-400ml-unicornio-star-buba;garrafinha-de-aluminio-400ml-unicornio-star-buba;4;18;8;8;0.2000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;7533;0;7537;0;;;;;;;;;;;;;88;/g/a/garrafinha-de-aluminio-unicornio-star-buba.jpg;;2;0;;;;
;;;;Alimentação/Copos, Canecas e Garrafas;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7535;0;6854;0;;;;;;;;;;;;;88;/g/a/garrafinha-de-aluminio-unicornio-star.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7537;0;;;;;;;;;;;;;;;88;/g/a/garrafinha-de-aluminio-buba-unicornio-star.jpg;;3;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6857;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6854;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A-15-021;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-17-021;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-24-021;0;;;;;;;;;;;;;;;;;;;;;;;
8243;;Default;simple;Saúde/Bem Estar;Todas as categorias;base;;Branco;;;2019-04-18 02:20:18;;;;;Desenvolvido com material delicado , o Kit Escova e Pente não machuca o couro cabeludo do bebê, a escova possui cerdas naturais e macias, projetadas para manter o cabelo do pequeno brilhante e maleável.;"<p><span>Desenvolvido com material delicado , o Kit Escova e Pente n&atilde;o machuca o couro cabeludo do beb&ecirc;, a escova possui cerdas naturais e macias, projetadas para manter o cabelo do pequeno brilhante e male&aacute;vel.</span></p>";0;0;0;Sim;0+ meses;;;Unissex;;;;Não;0;;/k/i/kit-escova-e-pente-natural-buba.jpg;;;BUBA;polipropileno e lã natural;;Compre agora o seu Kit Escova E Pente Cerdas Naturais na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Kit Escova E Pente Cerdas Naturais – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Kit Escova E Pente Cerdas Naturais - BUBA;7899525682432;;;Info Coluna de Produto;;;04669 - PAC CONTRATO AGENCIA;32.9000;0;;"<p><span>-Livre de BPA;</span><br /><span>-Livre de Ftalatos;</span><br /><span>-Cerdas macias;</span><br /><span>-Cerdas naturais.&nbsp;</span></p>";/k/i/kit-escova-e-pente-natural-buba.jpg;;;;;1;Único;0;/k/i/kit-escova-e-pente-natural-buba.jpg;;2020-01-06 19:41:32;kit-escova-e-pente-cerdas-naturais-buba;kit-escova-e-pente-cerdas-naturais-buba;4;20;3;13;0.2000;8.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;5245;0;5239AZ;0;;;;;;;;;;;;;88;/k/i/kit-escova-e-pente-natural.jpg;;2;0;;;;
;;;;Saúde/Bem Estar/Acessórios para Higiene;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5239RS;0;7286;0;;;;;;;;;;;;;88;/k/i/kit-escova-e-pente-natural-buba.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5239AZ;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6140RS;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6140AZ;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7290;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7285;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7286;0;;;;;;;;;;;;;;;;;;;;;;;
8771;;Default;simple;Saúde/Bem Estar;Todas as categorias;base;;Preto;;;2019-04-18 02:32:46;;;;;Esse Espelho Retrovisor da Buba gira 360° no eixo para fornecer o perfeito ângulo para qualquer motorista ver facilmente a criança no banco traseiro. Ele é convexo e com alças ajustáveis, que facilita a instalação.;"<p><span>Esse Espelho Retrovisor da&nbsp;</span><span>Buba</span><span>&nbsp;gira 360&deg; no eixo para fornecer o perfeito &acirc;ngulo para qualquer motorista ver facilmente a&nbsp;crian&ccedil;a no banco traseiro. Ele &eacute; convexo e&nbsp;com al&ccedil;as ajust&aacute;veis, que facilita a instala&ccedil;&atilde;o.</span></p>";0;0;0;Sim;Sem Faixa Etária;;;Unissex;;;;Não;0;;/e/s/espelho-retrovisor.jpg;;;BUBA;Acrílico;;Compre agora o seu Espelho Retrovisor para Banco Traseiro na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Espelho Retrovisor para Banco Traseiro – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Espelho Retrovisor para Banco Traseiro - BUBA;78995256877;;;Info Coluna de Produto;;;04669 - PAC CONTRATO AGENCIA;51.9000;0;;"<p><span>Mede aproximadamente 17 cm de di&acirc;metro.</span></p>";/e/s/espelho-retrovisor.jpg;;;;;1;Único;0;/e/s/espelho-retrovisor.jpg;;2019-05-20 17:33:12;espelho-retrovisor-para-banco-traseiro-buba;espelho-retrovisor-para-banco-traseiro-buba;4;17;17;10;0.2000;5.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;BB180;0;BB180;0;;;;;;;;;;;;;88;/e/s/espelho-retrovisor.jpg;;1;0;;;;
;;;;Saúde/Bem Estar/Segurança;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB014;0;BB075;0;;;;;;;;;;;;;88;/e/s/espelho-retrovisor-para-banco-traseiro.jpg;;2;0;;;;
;;;;Brinquedos/Lazer;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB075;0;;;;;;;;;;;;;;;88;/e/s/espelho-retrovisor-buba.jpg;;3;0;;;;
;;;;Brinquedos/Lazer/Acessórios para Passeio;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB184;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6715;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB1140RS;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AB1140AZ;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C2103;0;;;;;;;;;;;;;;;;;;;;;;;
9808;;Default;simple;Saúde/Bem Estar;Todas as categorias;base;;Estampado;;;2019-04-18 02:44:16;;;;;O redutor de assento para vaso sanitário, da Buba, é perfeito para as crianças que estão na transição da fralda para o vaso sanitário, pois oferece segurança para o pequeno e não permite seu contato direto com o vaso. Super higiênico e confortável.;"<p><span><span>O redutor de assento para vaso sanit&aacute;rio, da Buba, &eacute; perfeito para as crian&ccedil;as que est&atilde;o na transi&ccedil;&atilde;o da fralda para o vaso sanit&aacute;rio, pois oferece seguran&ccedil;a para o pequeno e n&atilde;o permite seu contato direto com o vaso. Super higi&ecirc;nico e confort&aacute;vel.</span></span></p>";0;0;0;Sim;1 Ano;;;Unissex;;;;Não;0;;/r/e/redutor-de-assento-safari.jpg;;;BUBA; PVC e polipropileno;;Compre agora o seu Redutor De Assento Infantil na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Redutor De Assento Infantil – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Redutor De Assento Infantil Buba Safari - BUBA;7899525698082;;;Info Coluna de Produto;;;04669 - PAC CONTRATO AGENCIA;49.9000;0;;"<p><span>Redutor de assento macio em pl&aacute;stico e PVC at&oacute;xico.</span></p>";/r/e/redutor-de-assento-safari.jpg;;;;;1;Único;0;/r/e/redutor-de-assento-safari.jpg;;2019-12-23 15:46:52;redutor-de-assento-infantil-buba-safari-buba;redutor-de-assento-infantil-buba-safari-buba;4;36;5;29;0.3650;4.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;BB139;0;5330;0;;;;;;;;;;;;;88;/r/e/redutor-de-assento-safari.jpg;;1;0;;;;
;;;;Saúde/Bem Estar/Redutores de Assento e Mictórios;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5330;0;MICBAS;0;;;;;;;;;;;;;88;/r/e/redutor-de-assento-safari_1.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MICBAS;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9742;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5239RS;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5239AZ;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7285;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7286;0;;;;;;;;;;;;;;;;;;;;;;;
9921;;Default;simple;Saúde/Bem Estar;Todas as categorias;base;;Rosa;;;2019-04-18 03:11:20;;;;;A cinta térmica ajuda a aliviar o desconforto causado pelas cólicas que costumam aparecer nos primeiros meses de vida. Possui uma bolsinha em gel, que quando aquecida e colocada em contato com a barriguinha a relaxa e auxilia na eliminação dos gases. ;"<p><span>A cinta t&eacute;rmica ajuda a aliviar o desconforto causado pelas c&oacute;licas que costumam aparecer nos primeiros meses de vida. Possui uma bolsinha em gel, que quando aquecida e colocada em contato com a barriguinha a relaxa e auxilia na elimina&ccedil;&atilde;o dos gases.&nbsp;</span></p>";0;0;0;Sim;0+ meses;;;Menina;;;;Não;0;;/c/i/cinta-termica-para-colica-rosa.jpg;;;BUBA;Algodão, Elastano, Água, Hipromelose e Policloreto De Vinila;;Compre agora o sua Cinta Térmica para Cólica na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Cinta Térmica para Cólica – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Cinta Térmica para Cólica Rosa - BUBA;7899525699218;;;Info Coluna de Produto;;;04669 - PAC CONTRATO AGENCIA;39.9000;0;;"<p><span>Para us&aacute;-la coloque 10 segundos no micro-ondas e sempre verifique a temperatura antes de colocar no seu beb&ecirc; para evitar queimaduras.&nbsp;</span></p>
<p><span>&nbsp;</span><span>100% at&oacute;xico.&nbsp;</span></p>";/c/i/cinta-termica-para-colica-rosa.jpg;;;;;1;Único;0;/c/i/cinta-termica-para-colica-rosa.jpg;;2019-05-20 17:31:14;cinta-termica-para-colica-rosa-buba;cinta-termica-para-colica-rosa-buba;4;14;2;10;0.2000;7.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;BB139;0;7291;0;;;;;;;;;;;;;88;/c/i/cinta-termica-para-colica-rosa.jpg;;1;0;;;;
;;;;Saúde/Bem Estar/Acessórios para Higiene;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB009;0;8243;0;;;;;;;;;;;;;88;/c/i/cinta-termica-para-colica-rosa_1.jpg;;2;0;;;;
;;;;Roupas/Acessórios;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9742;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;Roupas/Acessórios/Cintas;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5239RS;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L01020040;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7286;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8243;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9808;0;;;;;;;;;;;;;;;;;;;;;;;
9922;;Default;simple;Saúde/Bem Estar;Todas as categorias;base;;Azul;;;2019-04-18 03:19:21;;;;;A cinta térmica ajuda a aliviar o desconforto causado pelas cólicas que costumam aparecer nos primeiros meses de vida. Possui uma bolsinha em gel, que quando aquecida e colocada em contato com a barriguinha a relaxa e auxilia na eliminação dos gases. ;"<p>A cinta t&eacute;rmica ajuda a aliviar o desconforto causado pelas c&oacute;licas que costumam aparecer nos primeiros meses de vida. Possui uma bolsinha em gel, que quando aquecida e colocada em contato com a barriguinha a relaxa e auxilia na elimina&ccedil;&atilde;o dos gases.&nbsp;</p>";0;0;0;Sim;0+ meses;;;Menino;;;;Não;0;;/c/i/cinta-termica-para-colica-azul.jpg;;;BUBA;Algodão, Elastano, Água, Hipromelose e Policloreto De Vinila;;Compre agora o sua Cinta Térmica para Cólica na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Cinta Térmica para Cólica – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Cinta Térmica para Cólica Azul - BUBA;7899525699225;;;Info Coluna de Produto;;;04669 - PAC CONTRATO AGENCIA;39.9000;0;;"<p>Para us&aacute;-la coloque 10 segundos no micro-ondas e sempre verifique a temperatura antes de colocar no seu beb&ecirc; para evitar queimaduras.&nbsp;</p>
<p>&nbsp;100% at&oacute;xico.&nbsp;</p>";/c/i/cinta-termica-para-colica-azul.jpg;;;;;1;Único;0;/c/i/cinta-termica-para-colica-azul.jpg;;2019-05-20 17:30:50;cinta-termica-para-colica-azul-buba;cinta-termica-para-colica-azul-buba;4;14;2;10;0.2000;1.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;6142;0;7290;0;;;;;;;;;;;;;88;/c/i/cinta-termica-para-colica-azul.jpg;;1;0;;;;
;;;;Saúde/Bem Estar/Acessórios para Higiene;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04162 - SEDEX CONTRATO AGENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB139;0;8243;0;;;;;;;;;;;;;88;/c/i/cinta-termica-para-colica-azul_1.jpg;;2;0;;;;
;;;;Roupas/Acessórios;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB009;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;Roupas/Acessórios/Cintas;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9742;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5239AZ;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L01020040;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7285;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8243;0;;;;;;;;;;;;;;;;;;;;;;;
